,race_name,driverRef,driverst_points,driverst_position,driverst_wins,css_points,css_position,css_wins,constructorRef,result_grid,q1,q2,q3,driver_circuit_avg_result_point_before_race,driver_circuit_avg_pitstops_before_race,driver_avg_finish_pos_prior,driver_podium_rate_prior,driver_avg_finish_last_3,driver_experience_races,driver_experience_at_circuit,constructor_avg_finish_prior,is_home_gp,avg_temp,avg_windspeed,avg_precip,avg_humidity
1109,United States Grand Prix,lawson,12.0,16,0,36.0,7,0,racing_bulls,19,93.339,93.339,93.339,0.0,0.0,12.2,0.0,6.0,5,0,12.25,0,25.35,9.2,0.0,35.5
1110,United States Grand Prix,colapinto,0.0,20,0,19.0,10,0,alpine,15,94.062,94.062,94.062,0.0,0.0,10.333333333333334,0.0,10.333333333333334,3,0,13.762589928057556,0,25.35,9.2,0.0,35.5
1111,Mexico City Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,6,77.306,76.973,76.651,2.0,1.3333333333333333,4.632911392405063,0.4556962025316455,4.0,79,3,4.632911392405063,0,14.3,15.05,0.0,74.5
1112,Mexico City Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,10,77.186,76.995,77.365,13.0,2.0,12.878048780487806,0.0,6.0,41,1,12.794871794871796,0,14.3,15.05,0.0,74.5
1113,Mexico City Grand Prix,perez,150.0,8,0,512.0,3,7,red_bull,18,77.611,77.611,77.611,3.0,1.0,5.467532467532467,0.3766233766233766,11.333333333333334,77,2,5.467532467532467,1,14.3,15.05,0.0,74.5
1114,Mexico City Grand Prix,bottas,0.0,23,0,0.0,10,0,sauber,15,77.393,77.81700000000001,77.81700000000001,13.333333333333334,2.333333333333333,11.208333333333334,0.1527777777777778,16.333333333333332,72,3,15.88888888888889,0,14.3,15.05,0.0,74.5
1115,Mexico City Grand Prix,kevin_magnussen,14.0,13,0,46.0,6,0,haas,7,77.125,77.003,76.886,17.0,1.0,13.867924528301886,0.0,13.333333333333334,53,1,13.25263157894737,0,14.3,15.05,0.0,74.5
1116,Mexico City Grand Prix,max_verstappen,362.0,1,7,512.0,3,7,red_bull,2,76.803,76.514,76.17099999999999,1.0,1.6666666666666667,2.1375,0.85,3.333333333333333,80,3,3.9375,0,14.3,15.05,0.0,74.5
1117,Mexico City Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,1,76.77799999999999,76.515,75.946,5.0,1.3333333333333333,5.493333333333333,0.2933333333333333,12.0,75,3,5.493333333333333,0,14.3,15.05,0.0,74.5
1118,Mexico City Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,0,77.617,77.617,77.617,10.333333333333334,1.0,10.04109589041096,0.0273972602739726,10.0,73,3,9.645454545454545,0,14.3,15.05,0.0,74.5
1119,Mexico City Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,14,77.407,77.294,77.294,15.333333333333334,2.0,11.026666666666667,0.0,11.5,75,3,10.152866242038217,0,14.3,15.05,0.0,74.5
1120,Mexico City Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,8,77.149,77.048,76.892,8.666666666666666,1.3333333333333333,10.48,0.0266666666666666,6.0,75,3,10.08,0,14.3,15.05,0.0,74.5
1121,Mexico City Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,4,76.97200000000001,76.64099999999999,76.265,4.666666666666667,1.3333333333333333,4.743243243243243,0.3783783783783784,2.5,74,3,5.065359477124183,0,14.3,15.05,0.0,74.5
1122,Mexico City Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,3,76.505,76.301,76.26,8.0,1.6666666666666667,6.530864197530864,0.2839506172839506,1.0,81,3,7.603305785123967,0,14.3,15.05,0.0,74.5
1123,Mexico City Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,5,77.194,76.937,76.356,8.666666666666666,1.6666666666666667,7.243243243243243,0.1891891891891892,7.5,74,3,5.09433962264151,0,14.3,15.05,0.0,74.5
1124,Mexico City Grand Prix,zhou,0.0,21,0,0.0,10,0,sauber,19,78.072,78.072,78.072,13.5,1.5,14.056603773584904,0.0,16.0,53,2,15.717948717948715,0,14.3,15.05,0.0,74.5
1125,Mexico City Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,17,77.59700000000001,77.59700000000001,77.59700000000001,8.0,2.0,7.105263157894737,0.2368421052631578,2.333,38,1,7.408536585365853,0,14.3,15.05,0.0,74.5
1126,Mexico City Grand Prix,lawson,12.0,16,0,36.0,7,0,racing_bulls,12,77.38,77.162,77.162,0.0,0.0,11.666666666666666,0.0,6.0,6,0,12.16216216216216,0,14.3,15.05,0.0,74.5
1127,Mexico City Grand Prix,colapinto,0.0,20,0,19.0,10,0,alpine,16,77.55799999999999,77.55799999999999,77.55799999999999,0.0,0.0,10.25,0.0,9.666666666666666,4,0,13.735714285714286,0,14.3,15.05,0.0,74.5
1128,São Paulo Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,14,91.15,91.15,91.15,3.6666666666666665,3.333333333333333,4.625,0.45,4.0,80,3,4.625,0,19.9,13.6,0.5,96.0
1129,São Paulo Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,9,90.207,85.035,88.998,5.666666666666667,3.333333333333333,8.223684210526315,0.1184210526315789,10.0,76,3,7.615384615384615,0,19.9,13.6,0.5,96.0
1130,São Paulo Grand Prix,perez,151.0,8,0,544.0,3,8,red_bull,12,90.035,88.158,88.158,5.0,3.6666666666666665,5.615384615384615,0.3717948717948718,11.333333333333334,78,3,5.615384615384615,0,19.9,13.6,0.5,96.0
1131,São Paulo Grand Prix,bottas,0.0,23,0,0.0,10,0,sauber,11,90.633,86.47200000000001,86.47200000000001,6.0,3.0,11.246575342465754,0.1506849315068493,15.666666666666666,73,2,15.789473684210526,0,19.9,13.6,0.5,96.0
1132,São Paulo Grand Prix,max_verstappen,393.0,1,8,544.0,3,8,red_bull,17,88.52199999999999,87.771,87.771,3.0,3.6666666666666665,2.185185185185185,0.8395061728395061,3.6666666666666665,81,3,3.950310559006211,0,19.9,13.6,0.5,96.0
1133,São Paulo Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,4,89.17099999999999,86.206,84.475,8.666666666666666,3.333333333333333,10.08108108108108,0.027027027027027,10.0,74,3,9.675675675675675,0,19.9,13.6,0.5,96.0
1134,São Paulo Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,13,89.42,89.614,89.614,9.333333333333334,3.6666666666666665,10.473684210526317,0.0263157894736842,6.0,76,3,10.079470198675496,0,19.9,13.6,0.5,96.0
1135,São Paulo Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,6,89.839,86.09700000000001,84.525,4.5,3.5,4.72,0.3866666666666666,2.5,75,2,5.051948051948052,0,19.9,13.6,0.5,96.0
1136,São Paulo Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,1,90.944,84.844,83.405,6.0,4.5,6.475609756097561,0.2926829268292683,1.0,82,2,7.557377049180328,0,19.9,13.6,0.5,96.0
1137,São Paulo Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,2,89.121,86.307,83.578,7.0,3.0,7.213333333333333,0.1866666666666666,7.5,75,2,5.09375,0,19.9,13.6,0.5,96.0
1138,São Paulo Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,3,89.172,86.464,84.111,13.666666666666666,4.0,12.385714285714286,0.0,16.0,70,3,12.5,0,19.9,13.6,0.5,96.0
1139,São Paulo Grand Prix,zhou,0.0,21,0,0.0,10,0,sauber,19,92.263,92.263,92.263,12.0,2.0,14.074074074074074,0.0,16.333333333333332,54,1,15.7,0,19.9,13.6,0.5,96.0
1140,São Paulo Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,8,90.114,85.179,84.686,14.0,4.0,7.128205128205129,0.2307692307692307,2.333,39,1,7.412121212121212,0,19.9,13.6,0.5,96.0
1141,São Paulo Grand Prix,lawson,12.0,16,0,36.0,7,0,racing_bulls,5,90.758,85.654,84.48400000000001,0.0,0.0,12.285714285714286,0.0,6.0,7,0,12.263157894736842,0,19.9,13.6,0.5,96.0
1142,São Paulo Grand Prix,bearman,6.0,18,0,29.0,9,0,haas,15,91.229,91.229,91.229,0.0,0.0,8.5,0.0,7.0,2,0,14.065359477124185,0,19.9,13.6,0.5,96.0
1143,Las Vegas Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,10,93.225,92.567,108.106,7.0,2.0,4.691358024691358,0.4444444444444444,4.0,81,1,4.691358024691358,0,5.35,1.2,0.0,34.0
1144,Las Vegas Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,16,94.258,94.258,94.258,9.0,2.0,8.2987012987013,0.1168831168831168,10.0,77,1,7.775,0,5.35,1.2,0.0,34.0
1145,Las Vegas Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,9,93.92,93.114,93.062,19.0,2.0,12.785714285714286,0.0,6.0,42,1,12.7,0,5.35,1.2,0.0,34.0
1146,Las Vegas Grand Prix,perez,152.0,8,0,555.0,3,8,red_bull,15,94.155,94.155,94.155,3.0,2.0,5.6835443037974684,0.3670886075949367,11.666666666666666,79,1,5.6835443037974684,0,5.35,1.2,0.0,34.0
1147,Las Vegas Grand Prix,bottas,0.0,23,0,0.0,10,0,sauber,19,94.43,94.43,94.43,17.0,2.0,11.27027027027027,0.1486486486486486,14.666666666666666,74,1,15.65,0,5.35,1.2,0.0,34.0
1148,Las Vegas Grand Prix,kevin_magnussen,14.0,15,0,50.0,6,0,haas,12,93.991,93.297,93.297,13.0,2.0,13.74074074074074,0.0,12.333333333333334,54,1,13.1875,0,5.35,1.2,0.0,34.0
1149,Las Vegas Grand Prix,max_verstappen,403.0,1,8,555.0,3,8,red_bull,5,93.299,93.085,92.797,1.0,2.0,2.1707317073170733,0.8414634146341463,3.333333333333333,82,1,3.932098765432099,0,5.35,1.2,0.0,34.0
1150,Las Vegas Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,2,93.484,92.711,92.41,6.0,2.0,5.434210526315789,0.3026315789473684,12.0,76,1,5.434210526315789,0,5.35,1.2,0.0,34.0
1151,Las Vegas Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,11,93.968,93.221,93.221,4.0,1.0,9.973333333333333,0.04,10.0,75,1,9.607142857142858,0,5.35,1.2,0.0,34.0
1152,Las Vegas Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,18,94.484,94.484,94.484,5.0,2.0,11.026315789473683,0.0,11.5,76,1,10.158227848101266,0,5.35,1.2,0.0,34.0
1153,Las Vegas Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,4,93.446,93.016,92.783,2.0,1.0,4.723684210526316,0.3815789473684211,2.5,76,1,5.051612903225807,0,5.35,1.2,0.0,34.0
1154,Las Vegas Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,6,93.592,93.099,93.008,0.0,0.0,6.469879518072289,0.2891566265060241,1.0,83,0,7.544715447154472,0,5.35,1.2,0.0,34.0
1155,Las Vegas Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,1,93.186,92.779,92.312,8.0,2.0,7.171052631578948,0.1842105263157894,7.5,76,1,5.086956521739131,0,5.35,1.2,0.0,34.0
1156,Las Vegas Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,7,93.789,93.089,93.029,18.0,2.0,12.309859154929578,0.0,16.0,71,1,12.333333333333334,0,5.35,1.2,0.0,34.0
1157,Las Vegas Grand Prix,zhou,0.0,21,0,0.0,10,0,sauber,13,94.079,93.566,93.566,15.0,1.0,14.090909090909092,0.0,16.333333333333332,55,1,15.682926829268292,0,5.35,1.2,0.0,34.0
1158,Las Vegas Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,8,93.45,93.024,93.033,10.0,2.0,7.15,0.225,2.333,40,1,7.4156626506024095,0,5.35,1.2,0.0,34.0
1159,Las Vegas Grand Prix,lawson,12.0,16,0,36.0,7,0,racing_bulls,14,94.087,94.257,94.257,0.0,0.0,11.875,0.0,6.0,8,0,12.17948717948718,0,5.35,1.2,0.0,34.0
1160,Las Vegas Grand Prix,colapinto,0.0,20,0,19.0,10,0,alpine,0,93.746,93.749,93.749,0.0,0.0,10.6,0.0,11.0,5,0,13.72340425531915,0,5.35,1.2,0.0,34.0
1161,Qatar Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,6,81.637,81.095,81.011,1.0,2.0,4.658536585365853,0.4512195121951219,4.0,82,1,4.658536585365853,0,20.15,23.3,0.0,56.5
1162,Qatar Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,8,81.608,81.208,81.251,4.5,2.0,8.333333333333334,0.1153846153846153,10.0,78,2,7.853658536585366,0,20.15,23.3,0.0,56.5
1163,Qatar Grand Prix,bottas,0.0,22,0,4.0,10,0,sauber,13,81.92699999999999,81.731,81.731,8.0,3.0,11.36,0.1466666666666666,15.0,75,1,15.761904761904765,0,20.15,23.3,0.0,56.5
1164,Qatar Grand Prix,kevin_magnussen,16.0,15,0,54.0,7,0,haas,10,81.89099999999999,81.387,81.5,14.0,3.0,13.709090909090907,0.0,10.0,55,1,13.175257731958762,0,20.15,23.3,0.0,56.5
1165,Qatar Grand Prix,max_verstappen,429.0,1,9,581.0,3,9,red_bull,2,81.57900000000001,80.687,80.52,1.5,3.0,2.2048192771084336,0.8313253012048193,4.0,83,2,3.938650306748466,0,20.15,23.3,0.0,56.5
1166,Qatar Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,7,81.447,81.199,81.041,7.0,1.0,5.402597402597403,0.3116883116883117,12.0,77,1,5.402597402597403,0,20.15,23.3,0.0,56.5
1167,Qatar Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,11,81.843,81.437,81.437,11.5,2.5,10.376623376623376,0.0389610389610389,6.0,77,2,10.032894736842104,0,20.15,23.3,0.0,56.5
1168,Qatar Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,5,81.27799999999999,81.0,80.852,6.5,2.0,4.714285714285714,0.3766233766233766,2.5,77,2,5.044871794871795,0,20.15,23.3,0.0,56.5
1169,Qatar Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,3,81.578,80.983,80.77199999999999,6.0,2.5,6.464285714285714,0.2857142857142857,1.0,84,2,7.532258064516129,0,20.15,23.3,0.0,56.5
1170,Qatar Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,1,81.241,81.069,80.575,10.5,3.0,7.090909090909091,0.1948051948051948,7.5,77,2,5.061728395061729,0,20.15,23.3,0.0,56.5
1171,Qatar Grand Prix,albon,46.0,8,0,59.0,5,0,williams,16,82.39,82.39,82.39,13.0,3.0,12.14,0.0,8.0,50,1,12.25373134328358,0,20.15,23.3,0.0,56.5
1172,Qatar Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,14,82.364,81.771,81.771,14.0,2.5,12.26388888888889,0.0,16.0,72,2,12.235294117647058,0,20.15,23.3,0.0,56.5
1173,Qatar Grand Prix,zhou,4.0,20,0,4.0,10,0,sauber,12,82.10300000000001,81.501,81.501,9.0,3.0,14.071428571428571,0.0,14.333333333333334,56,1,15.61904761904762,0,20.15,23.3,0.0,56.5
1174,Qatar Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,4,81.821,81.121,80.82900000000001,2.0,3.0,7.146341463414634,0.2195121951219512,2.333,41,1,7.413173652694611,0,20.15,23.3,0.0,56.5
1175,Qatar Grand Prix,lawson,12.0,16,0,36.0,7,0,racing_bulls,17,82.411,82.411,82.411,17.0,3.0,12.333333333333334,0.0,6.0,9,1,12.275,0,20.15,23.3,0.0,56.5
1176,Abu Dhabi Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,16,83.887,83.887,83.887,9.666666666666666,1.3333333333333333,4.746987951807229,0.4457831325301205,4.0,83,3,4.746987951807229,0,29.8,10.7,0.0,23.5
1177,Abu Dhabi Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,8,83.794,83.268,83.196,7.5,1.5,8.316455696202532,0.1139240506329113,10.0,79,2,7.833333333333333,0,29.8,10.7,0.0,23.5
1178,Abu Dhabi Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,7,83.72200000000001,83.03999999999999,82.886,15.0,2.0,12.674418604651162,0.0,6.0,43,1,12.585365853658535,0,29.8,10.7,0.0,23.5
1179,Abu Dhabi Grand Prix,kevin_magnussen,16.0,15,0,58.0,7,0,haas,14,83.632,83.877,83.877,18.5,1.5,13.625,0.0,9.333333333333334,56,2,13.13265306122449,0,29.8,10.7,0.0,23.5
1180,Abu Dhabi Grand Prix,max_verstappen,437.0,1,9,589.0,3,9,red_bull,4,83.51599999999999,82.998,82.945,1.0,2.0,2.1904761904761907,0.8333333333333334,2.333333333333333,84,3,3.920731707317073,0,29.8,10.7,0.0,23.5
1181,Abu Dhabi Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,3,83.487,82.985,82.824,8.333333333333334,1.6666666666666667,5.410256410256411,0.3076923076923077,12.0,78,3,5.410256410256411,0,29.8,10.7,0.0,23.5
1182,Abu Dhabi Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,13,83.729,83.78399999999999,83.78399999999999,10.333333333333334,2.0,11.07792207792208,0.0,11.5,77,3,10.18867924528302,0,29.8,10.7,0.0,23.5
1183,Abu Dhabi Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,5,83.548,83.086,82.98400000000001,10.666666666666666,1.6666666666666667,10.307692307692308,0.0384615384615384,6.0,78,3,10.0,0,29.8,10.7,0.0,23.5
1184,Abu Dhabi Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,19,83.30199999999999,83.833,83.833,4.666666666666667,1.6666666666666667,4.67948717948718,0.3846153846153846,2.5,78,3,5.025477707006369,0,29.8,10.7,0.0,23.5
1185,Abu Dhabi Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,1,83.682,83.098,82.595,6.0,2.0,6.505882352941176,0.2823529411764706,1.0,85,3,7.552,0,29.8,10.7,0.0,23.5
1186,Abu Dhabi Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,6,83.678,83.283,83.132,4.0,2.0,7.051282051282051,0.1923076923076923,7.5,78,2,5.0552147239263805,0,29.8,10.7,0.0,23.5
1187,Abu Dhabi Grand Prix,albon,46.0,8,0,59.0,5,0,williams,18,83.821,83.821,83.821,13.5,2.0,12.196078431372548,0.0,8.0,51,2,12.294117647058824,0,29.8,10.7,0.0,23.5
1188,Abu Dhabi Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,11,83.735,83.419,83.419,7.666666666666667,1.6666666666666667,12.273972602739724,0.0,16.0,73,3,12.257142857142858,0,29.8,10.7,0.0,23.5
1189,Abu Dhabi Grand Prix,zhou,4.0,20,0,4.0,10,0,sauber,15,83.88,83.88,83.88,14.5,2.0,13.964912280701755,0.0,12.0,57,2,15.44186046511628,0,29.8,10.7,0.0,23.5
1190,Abu Dhabi Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,2,83.64,83.199,82.804,6.0,2.0,7.047619047619048,0.238095238095238,2.333,42,1,7.386904761904762,0,29.8,10.7,0.0,23.5
1191,Abu Dhabi Grand Prix,lawson,12.0,16,0,36.0,7,0,racing_bulls,12,83.733,83.47200000000001,83.47200000000001,0.0,0.0,12.5,0.0,6.0,10,0,12.317073170731708,0,29.8,10.7,0.0,23.5
1192,Abu Dhabi Grand Prix,doohan,0.0,21,0,19.0,0,0,alpine,17,84.105,84.105,84.105,0.0,0.0,9.083404998214196,0.1760889227262577,9.253604749787955,0,0,9.98051948051948,0,29.8,10.7,0.0,23.5
