,raceId,year,round,circuitId,race_name,race_date,race_time,driverId,driverRef,driver_dob,driver_nationality,driverst_points,driverst_position,driverst_wins,constructorId,csr_points,csr_status,constructorStandingsId,css_points,css_position,css_wins,constructorRef,cs_nationality,result_number,result_grid,result_position,result_positionText,result_positionOrder,result_points,result_laps,result_time,result_milliseconds,result_fastestLap,result_rank,result_fastestLapTime,result_fastestLapSpeed,qs_number,position,q1,q2,q3,total_laps,avg_lap_time,num_pit_stops,avg_pit_duration,driver_circuit_avg_result_point_before_race,driver_circuit_avg_pitstops_before_race,driver_avg_finish_pos_prior,is_podium,driver_podium_rate_prior,is_win,driver_win_rate_prior,driver_avg_finish_last_3,driver_experience_races,driver_experience_at_circuit,constructor_avg_finish_prior,circuit_country_nationality,is_home_gp,avg_temp,avg_windspeed,avg_precip,avg_humidity
597,1091,2022,17,15,Singapore Grand Prix,2022-10-02,12:00:00,840,stroll,1998-10-29,Canadian,13.0,15,0,117,12.0,\N,28309,37.0,7,0,aston_martin,British,18,11,6,6,6,8.0,59,+56.330,7396568,58,7,1:50.283,165.272,18,12,1:55.629,1:54.211,\N,59.0,125365.55932203389,1.0,29.863,,,11.264705882352942,0,0.0,0,0.0,10.666666666666666,34,0,9.913793103448276,Singaporean,0,26.2,5.0,1.15,83.5
654,1091,2022,17,15,Singapore Grand Prix,2022-10-02,12:00:00,842,gasly,1996-02-07,French,23.0,13,0,213,1.0,\N,28308,34.0,9,0,alphatauri,Italian,10,7,10,10,10,1.0,59,+1:09.576,7409814,56,9,1:50.569,164.845,10,7,1:55.606,1:53.546,1:51.211,59.0,125590.06779661016,1.0,29.867,,,8.9375,0,0.03125,0,0.0,9.333333333333334,32,0,9.615384615384615,Singaporean,0,26.2,5.0,1.15,83.5
714,1091,2022,17,15,Singapore Grand Prix,2022-10-02,12:00:00,844,leclerc,1997-10-16,Monegasque,237.0,2,3,6,33.0,\N,28303,439.0,2,4,ferrari,Italian,16,1,2,2,2,18.0,59,+2.595,7342833,54,4,1:48.753,167.598,16,1,1:54.129,1:52.343,1:49.412,59.0,124454.79661016949,1.0,32.058,,,5.303030303030303,1,0.24242424242424243,0,0.09090909090909091,3.6666666666666665,33,0,5.348214285714286,Singaporean,0,26.2,5.0,1.15,83.5
775,1091,2022,17,15,Singapore Grand Prix,2022-10-02,12:00:00,846,norris,1999-11-13,British,100.0,7,0,1,22.0,\N,28311,129.0,4,0,mclaren,British,4,6,4,4,4,12.0,59,+21.133,7361371,56,6,1:49.212,166.893,4,6,1:55.914,1:53.942,1:50.584,59.0,124769.0,1.0,30.528,,,7.222222222222222,0,0.1388888888888889,0,0.0,8.666666666666666,36,0,8.56578947368421,Singaporean,0,26.2,5.0,1.15,83.5
840,1091,2022,17,15,Singapore Grand Prix,2022-10-02,12:00:00,847,russell,1998-02-15,British,203.0,4,0,131,2.0,\N,28304,373.0,3,0,mercedes,German,63,0,14,14,14,0.0,57,\N,\N,54,1,1:46.458,171.211,63,11,1:54.633,1:54.012,\N,57.0,128714.43859649122,4.0,30.79875,,,8.40625,0,0.25,0,0.0,3.0,32,0,4.641025641025641,Singaporean,0,26.2,5.0,1.15,83.5
1026,1091,2022,17,15,Singapore Grand Prix,2022-10-02,12:00:00,854,mick_schumacher,1999-03-22,German,12.0,16,0,210,0.0,\N,28305,34.0,8,0,haas,American,47,12,13,13,13,0.0,58,\N,\N,58,8,1:50.290,165.262,47,13,1:55.736,1:54.370,\N,58.0,127892.72413793103,2.0,32.9615,,,14.96774193548387,0,0.0,0,0.0,14.0,31,0,14.054794520547945,Singaporean,0,26.2,5.0,1.15,83.5
16,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,1,hamilton,1985-01-07,British,180.0,6,0,131,14.0,\N,28324,387.0,3,0,mercedes,German,44,6,5,5,5,10.0,28,+40.326,10944330,11,7,1:45.530,198.097,44,6,1:30.906,1:30.443,1:30.261,28.0,133726.07142857142,2.0,25.059,,,3.8378378378378377,0,0.6216216216216216,0,0.21621621621621623,6.0,37,0,3.8378378378378377,Japanese,0,16.85,7.199999999999999,0.0,76.5
76,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,4,alonso,1981-07-29,Spanish,65.0,9,0,214,18.0,\N,28327,143.0,4,0,alpine,French,14,7,7,7,7,6.0,28,+46.369,10950373,25,2,1:44.412,200.218,14,7,1:30.603,1:30.343,1:30.322,28.0,133941.89285714287,3.0,24.1145,,,8.787878787878787,0,0.030303030303030304,0,0.0,6.333333333333333,33,0,8.787878787878787,Japanese,0,16.85,7.199999999999999,0.0,76.5
136,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,20,vettel,1987-07-03,German,32.0,11,0,117,8.0,\N,28329,45.0,7,0,aston_martin,British,5,9,6,6,6,8.0,28,+46.358,10950362,13,12,1:46.964,195.441,5,9,1:31.256,1:30.656,1:30.554,28.0,133941.5,2.0,24.218,,,10.96875,0,0.03125,0,0.0,10.0,32,0,9.186666666666667,Japanese,0,16.85,7.199999999999999,0.0,76.5
200,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,815,perez,1990-01-26,Mexican,253.0,2,2,9,43.0,\N,28332,619.0,1,14,red_bull,Austrian,11,4,2,2,2,18.0,28,+27.066,10931070,11,9,1:46.120,196.995,11,4,1:30.622,1:29.925,1:29.709,28.0,133252.5,2.0,25.322,,,5.485714285714286,1,0.37142857142857144,0,0.08571428571428572,4.0,35,0,5.485714285714286,Japanese,0,16.85,7.199999999999999,0.0,76.5
260,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,817,ricciardo,1989-07-01,Australian,29.0,12,0,1,1.0,\N,28331,130.0,5,0,mclaren,British,3,11,11,11,11,0.0,28,+1:12.877,10976881,11,15,1:47.843,193.848,3,11,1:30.880,1:30.659,\N,28.0,134888.60714285713,2.0,25.377,,,9.666666666666666,0,0.027777777777777776,0,0.027777777777777776,12.333333333333334,36,0,9.666666666666666,Japanese,0,16.85,7.199999999999999,0.0,76.5
300,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,822,bottas,1989-08-28,Finnish,46.0,10,0,51,0.0,\N,28326,52.0,6,0,alfa,Swiss,77,12,15,15,15,0.0,28,+1:26.496,10990500,11,14,1:47.820,193.889,77,12,1:31.226,1:30.709,\N,28.0,135375.0,2.0,24.869,,,7.032258064516129,0,0.3548387096774194,0,0.03225806451612903,14.666666666666666,31,0,11.575757575757576,Japanese,0,16.85,7.199999999999999,0.0,76.5
359,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,825,kevin_magnussen,1992-10-05,Danish,22.0,14,0,210,0.0,\N,28325,34.0,8,0,haas,American,20,18,14,14,14,0.0,28,+1:26.016,10990020,10,16,1:48.072,193.437,20,18,1:31.352,\N,\N,28.0,135357.85714285713,2.0,25.594,,,12.857142857142858,0,0.0,0,0.0,14.333333333333334,14,0,12.571428571428571,Japanese,0,16.85,7.199999999999999,0.0,76.5
418,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,830,max_verstappen,1997-09-30,Dutch,366.0,1,12,9,43.0,\N,28332,619.0,1,14,red_bull,Austrian,1,1,1,1,1,25.0,28,3:01:44.004,10904004,10,4,1:44.911,199.266,1,1,1:30.224,1:30.346,1:29.304,28.0,132285.85714285713,2.0,24.308,,,2.4,1,0.8857142857142857,1,0.6,3.0,35,0,4.721739130434782,Japanese,0,16.85,7.199999999999999,0.0,76.5
540,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,839,ocon,1996-09-17,French,78.0,8,0,214,18.0,\N,28327,143.0,4,0,alpine,French,31,5,4,4,4,12.0,28,+39.685,10943689,11,11,1:46.559,196.184,31,5,1:30.696,1:30.357,1:30.165,28.0,133703.17857142858,2.0,25.172,,,8.823529411764707,0,0.029411764705882353,0,0.029411764705882353,9.0,34,0,8.845070422535212,Japanese,0,16.85,7.199999999999999,0.0,76.5
598,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,840,stroll,1998-10-29,Canadian,13.0,15,0,117,8.0,\N,28329,45.0,7,0,aston_martin,British,18,19,12,12,12,0.0,28,+1:13.904,10977908,21,5,1:45.205,198.709,18,19,1:31.419,\N,\N,28.0,134925.2857142857,3.0,23.9375,,,11.114285714285714,0,0.0,0,0.0,9.0,35,0,9.88034188034188,Japanese,0,16.85,7.199999999999999,0.0,76.5
655,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,842,gasly,1996-02-07,French,23.0,13,0,213,0.0,\N,28328,34.0,9,0,alphatauri,Italian,10,17,18,18,18,0.0,28,+1:48.091,11012095,13,10,1:46.545,196.210,10,17,1:31.322,\N,\N,28.0,135431.9642857143,4.0,30.08366666666667,,,8.969696969696969,0,0.030303030303030304,0,0.0,9.666666666666666,33,0,9.625,Japanese,0,16.85,7.199999999999999,0.0,76.5
715,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,844,leclerc,1997-10-16,Monegasque,252.0,3,3,6,15.0,\N,28323,454.0,2,4,ferrari,Italian,16,2,3,3,3,15.0,28,+31.763,10935767,10,3,1:44.489,200.070,16,2,1:30.402,1:30.486,1:29.314,28.0,133241.67857142858,2.0,25.899,,,5.205882352941177,1,0.2647058823529412,0,0.08823529411764706,2.3333333333333335,34,0,5.31858407079646,Japanese,0,16.85,7.199999999999999,0.0,76.5
776,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,846,norris,1999-11-13,British,101.0,7,0,1,1.0,\N,28331,130.0,5,0,mclaren,British,4,10,10,10,10,1.0,28,+1:10.782,10974786,8,17,1:48.175,193.253,4,10,1:30.881,1:30.473,1:31.003,28.0,134813.7857142857,2.0,24.595,,,7.135135135135135,0,0.13513513513513514,0,0.0,6.0,37,0,8.506493506493506,Japanese,0,16.85,7.199999999999999,0.0,76.5
841,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,847,russell,1998-02-15,British,207.0,4,0,131,14.0,\N,28324,387.0,3,0,mercedes,German,63,8,8,8,8,4.0,28,+47.661,10951665,21,13,1:47.004,195.368,63,8,1:30.865,1:30.465,1:30.389,28.0,133988.0357142857,2.0,28.728,,,8.575757575757576,0,0.24242424242424243,0,0.0,6.333333333333333,33,0,4.720338983050848,Japanese,0,16.85,7.199999999999999,0.0,76.5
952,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,849,latifi,1995-06-29,Canadian,2.0,20,0,3,2.0,\N,28330,8.0,10,0,williams,British,6,20,9,9,9,2.0,28,+1:10.143,10974147,12,18,1:48.371,192.904,6,20,1:31.511,\N,\N,28.0,134790.9642857143,2.0,24.785,,,15.375,0,0.0,0,0.0,17.0,32,0,13.257425742574258,Japanese,0,16.85,7.199999999999999,0.0,76.5
969,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,852,tsunoda,2000-05-11,Japanese,11.0,17,0,213,0.0,\N,28328,34.0,9,0,alphatauri,Italian,22,13,13,13,13,0.0,28,+1:15.599,10979603,22,8,1:45.893,197.418,22,13,1:31.130,1:30.808,\N,28.0,134985.82142857142,3.0,24.0975,,,12.3,0,0.0,0,0.0,15.333333333333334,30,0,11.0,Japanese,1,16.85,7.199999999999999,0.0,76.5
1027,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,854,mick_schumacher,1999-03-22,German,12.0,16,0,210,0.0,\N,28325,34.0,8,0,haas,American,47,15,17,17,17,0.0,28,+1:32.523,10996527,22,6,1:45.387,198.366,47,15,1:31.152,1:31.439,\N,28.0,135590.25,2.0,24.608,,,14.90625,0,0.0,0,0.0,12.666666666666666,32,0,14.047619047619047,Japanese,0,16.85,7.199999999999999,0.0,76.5
1044,1092,2022,18,22,Japanese Grand Prix,2022-10-09,05:00:00,855,zhou,1999-05-30,Chinese,6.0,18,0,51,0.0,\N,28326,52.0,6,0,alfa,Swiss,24,14,16,16,16,0.0,28,+1:27.043,10991047,20,1,1:44.411,200.220,24,14,1:30.894,1:30.953,\N,28.0,135394.5357142857,3.0,24.414499999999997,,,12.833333333333334,0,0.0,0,0.0,13.333333333333334,12,0,12.47191011235955,Japanese,0,16.85,7.199999999999999,0.0,76.5
17,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,1,hamilton,1985-01-07,British,198.0,6,0,131,29.0,\N,28364,416.0,3,0,mercedes,German,44,3,2,2,2,18.0,56,+5.023,6136710,45,5,1:39.830,198.805,44,5,1:36.148,1:35.732,1:34.947,56.0,109584.10714285714,2.0,24.2485,2.0,2.0,3.8684210526315788,1,0.6052631578947368,0,0.21052631578947367,6.333333333333333,38,1,3.8684210526315788,American,0,25.4,23.85,0.3,73.0
77,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,4,alonso,1981-07-29,Spanish,71.0,9,0,214,6.0,\N,28367,149.0,4,0,alpine,French,14,14,7,7,7,6.0,56,+55.078,6186765,39,8,1:41.538,195.461,14,9,1:36.446,1:35.988,1:35.876,56.0,110477.94642857143,2.0,31.7885,,,8.735294117647058,0,0.029411764705882353,0,0.0,6.0,34,0,8.735294117647058,American,0,25.4,23.85,0.3,73.0
137,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,20,vettel,1987-07-03,German,36.0,11,0,117,4.0,\N,28369,49.0,7,0,aston_martin,British,5,10,8,8,8,4.0,56,+1:05.354,6197041,35,16,1:42.546,193.540,5,12,1:36.695,1:36.398,\N,56.0,110661.44642857143,2.0,31.232,10.0,2.0,10.818181818181818,0,0.030303030303030304,0,0.0,9.333333333333334,33,1,9.144736842105264,American,0,25.4,23.85,0.3,73.0
201,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,815,perez,1990-01-26,Mexican,265.0,3,2,9,37.0,\N,28372,656.0,1,15,red_bull,Austrian,11,9,4,4,4,12.0,56,+8.293,6139980,44,3,1:39.563,199.339,11,4,1:36.163,1:35.864,1:34.645,56.0,109642.5,2.0,24.101999999999997,3.0,2.0,5.388888888888889,0,0.3888888888888889,0,0.08333333333333333,3.0,36,1,5.388888888888889,American,0,25.4,23.85,0.3,73.0
261,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,817,ricciardo,1989-07-01,Australian,29.0,12,0,1,8.0,\N,28371,138.0,5,0,mclaren,British,3,15,16,16,16,0.0,56,+1:30.487,6222174,55,14,1:42.420,193.778,3,17,1:37.046,\N,\N,56.0,111110.25,2.0,25.320999999999998,5.0,2.0,9.702702702702704,0,0.02702702702702703,0,0.02702702702702703,11.0,37,1,9.702702702702704,American,0,25.4,23.85,0.3,73.0
360,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,825,kevin_magnussen,1992-10-05,Danish,24.0,13,0,210,2.0,\N,28365,36.0,8,0,haas,American,20,13,9,9,9,2.0,56,+1:05.834,6197521,36,11,1:42.206,194.184,20,16,1:36.949,\N,\N,56.0,110670.01785714286,1.0,29.039,,,12.933333333333334,0,0.0,0,0.0,14.0,15,0,12.596491228070175,American,0,25.4,23.85,0.3,73.0
419,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,830,max_verstappen,1997-09-30,Dutch,391.0,1,13,9,37.0,\N,28372,656.0,1,15,red_bull,Austrian,1,2,1,1,1,25.0,56,1:42:11.687,6131687,37,2,1:39.541,199.383,1,3,1:35.864,1:35.294,1:34.448,56.0,109494.41071428571,2.0,28.06,1.0,2.0,2.361111111111111,1,0.8888888888888888,1,0.6111111111111112,3.0,36,1,4.689655172413793,American,0,25.4,23.85,0.3,73.0
541,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,839,ocon,1996-09-17,French,78.0,8,0,214,6.0,\N,28367,149.0,4,0,alpine,French,31,0,11,11,11,0.0,56,+1:12.875,6204562,39,13,1:42.394,193.827,31,18,1:37.068,\N,\N,56.0,110795.75,2.0,24.7635,,,8.685714285714285,0,0.02857142857142857,0,0.02857142857142857,8.0,35,0,8.777777777777779,American,0,25.4,23.85,0.3,73.0
656,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,842,gasly,1996-02-07,French,23.0,14,0,213,1.0,\N,28368,35.0,9,0,alphatauri,Italian,10,11,14,14,14,0.0,56,+1:21.763,6213450,55,12,1:42.320,193.967,10,13,1:36.577,1:36.740,\N,56.0,110775.89285714286,2.0,26.294,,,9.235294117647058,0,0.029411764705882353,0,0.0,12.0,34,0,9.829268292682928,American,0,25.4,23.85,0.3,73.0
716,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,844,leclerc,1997-10-16,Monegasque,267.0,2,3,6,15.0,\N,28363,469.0,2,4,ferrari,Italian,16,12,3,3,3,15.0,56,+7.501,6139188,37,4,1:39.731,199.003,16,2,1:35.795,1:35.246,1:34.421,56.0,109628.35714285714,2.0,24.0345,4.0,2.0,5.142857142857143,1,0.2857142857142857,0,0.08571428571428572,2.3333333333333335,35,1,5.298245614035087,American,0,25.4,23.85,0.3,73.0
777,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,846,norris,1999-11-13,British,109.0,7,0,1,8.0,\N,28371,138.0,5,0,mclaren,British,4,6,6,6,6,8.0,56,+53.785,6185472,49,7,1:41.322,195.878,4,8,1:36.465,1:36.341,1:35.690,56.0,110454.85714285714,2.0,23.864,8.0,2.0,7.2105263157894735,0,0.13157894736842105,0,0.0,7.0,38,1,8.525641025641026,American,0,25.4,23.85,0.3,73.0
842,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,847,russell,1998-02-15,British,218.0,4,0,131,29.0,\N,28364,416.0,3,0,mercedes,German,63,4,5,5,5,11.0,56,+44.815,6176502,56,1,1:38.788,200.902,63,6,1:36.195,1:35.692,1:34.988,56.0,110294.67857142857,3.0,26.164666666666665,14.0,2.0,8.558823529411764,0,0.23529411764705882,0,0.0,8.333333333333334,34,1,4.7478991596638656,American,0,25.4,23.85,0.3,73.0
900,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,848,albon,1996-03-23,Thai,4.0,19,0,3,0.0,\N,28370,8.0,10,0,williams,British,23,8,13,13,13,0.0,56,+1:20.057,6211744,55,9,1:41.674,195.200,23,11,1:36.932,1:36.368,\N,56.0,110834.71428571429,2.0,24.4675,,,12.615384615384615,0,0.0,0,0.0,13.0,13,0,12.6,American,0,25.4,23.85,0.3,73.0
953,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,849,latifi,1995-06-29,Canadian,2.0,20,0,3,0.0,\N,28370,8.0,10,0,williams,British,6,17,17,17,17,0.0,56,+1:43.588,6235275,54,19,1:43.485,191.784,6,20,1:37.244,\N,\N,56.0,111254.91071428571,2.0,24.758000000000003,15.0,2.0,15.181818181818182,0,0.0,0,0.0,14.0,33,1,13.215686274509803,American,0,25.4,23.85,0.3,73.0
970,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,852,tsunoda,2000-05-11,Japanese,12.0,17,0,213,1.0,\N,28368,35.0,9,0,alphatauri,Italian,22,19,10,10,10,1.0,56,+1:10.919,6202606,49,6,1:41.243,196.031,22,15,1:36.808,1:37.147,\N,56.0,110760.82142857143,2.0,23.4645,9.0,2.0,12.32258064516129,0,0.0,0,0.0,13.333333333333334,31,1,11.026315789473685,American,0,25.4,23.85,0.3,73.0
1028,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,854,mick_schumacher,1999-03-22,German,12.0,16,0,210,2.0,\N,28365,36.0,8,0,haas,American,47,16,15,15,15,0.0,56,+1:24.490,6216177,51,10,1:41.804,194.951,47,19,1:37.111,\N,\N,56.0,110913.875,2.0,24.93,16.0,2.0,14.969696969696969,0,0.0,0,0.0,14.0,33,1,14.067567567567568,American,0,25.4,23.85,0.3,73.0
1045,1093,2022,19,69,United States Grand Prix,2022-10-23,19:00:00,855,zhou,1999-05-30,Chinese,6.0,18,0,51,0.0,\N,28366,52.0,6,0,alfa,Swiss,24,18,12,12,12,0.0,56,+1:16.164,6207851,46,15,1:42.471,193.682,24,14,1:36.656,1:36.970,\N,56.0,110854.48214285714,2.0,26.1705,,,13.076923076923077,0,0.0,0,0.0,14.0,13,0,12.511111111111111,American,0,25.4,23.85,0.3,73.0
18,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,1,hamilton,1985-01-07,British,216.0,5,0,131,31.0,\N,28374,447.0,3,0,mercedes,German,44,3,2,2,2,18.0,71,+15.186,5931915,32,5,1:22.062,188.813,44,3,1:19.169,1:18.552,1:18.084,71.0,83548.0985915493,1.0,23.194,2.0,1.0,3.8205128205128207,1,0.6153846153846154,0,0.20512820512820512,5.333333333333333,39,1,3.8205128205128207,Mexican,0,17.65,7.0,0.05,61.0
78,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,4,alonso,1981-07-29,Spanish,71.0,9,0,214,4.0,\N,28377,153.0,4,0,alpine,French,14,9,19,19,19,0.0,63,\N,\N,48,11,1:22.866,186.981,14,9,1:20.006,1:19.272,1:18.939,63.0,84921.6507936508,1.0,23.159,9.0,1.0,8.685714285714285,0,0.02857142857142857,0,0.0,6.666666666666667,35,1,8.685714285714285,Mexican,0,17.65,7.0,0.05,61.0
138,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,20,vettel,1987-07-03,German,36.0,11,0,117,0.0,\N,28379,49.0,7,0,aston_martin,British,5,16,14,14,14,0.0,70,\N,\N,45,13,1:23.086,186.486,5,17,1:20.419,\N,\N,70.0,85374.67142857143,1.0,22.534,7.0,1.0,10.735294117647058,0,0.029411764705882353,0,0.0,7.333333333333333,34,1,9.12987012987013,Mexican,0,17.65,7.0,0.05,61.0
202,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,815,perez,1990-01-26,Mexican,280.0,2,2,9,40.0,\N,28382,696.0,1,16,red_bull,Austrian,11,4,3,3,3,15.0,71,+18.097,5934826,30,2,1:21.775,189.476,11,4,1:19.706,1:18.615,1:18.128,71.0,83589.0985915493,1.0,24.892,3.0,1.0,5.351351351351352,1,0.3783783783783784,0,0.08108108108108109,2.3333333333333335,37,1,5.351351351351352,Mexican,1,17.65,7.0,0.05,61.0
262,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,817,ricciardo,1989-07-01,Australian,35.0,12,0,1,8.0,\N,28381,146.0,5,0,mclaren,British,3,11,7,7,7,6.0,70,\N,\N,48,3,1:22.022,188.905,3,11,1:20.279,1:19.325,\N,70.0,84846.65714285715,1.0,22.28,12.0,2.0,9.868421052631579,0,0.02631578947368421,0,0.02631578947368421,10.666666666666666,38,1,9.868421052631579,Mexican,0,17.65,7.0,0.05,61.0
301,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,822,bottas,1989-08-28,Finnish,47.0,10,0,51,1.0,\N,28376,53.0,6,0,alfa,Swiss,77,6,10,10,10,1.0,70,\N,\N,43,16,1:23.363,185.866,77,6,1:19.523,1:18.762,1:18.401,70.0,85130.11428571428,1.0,23.863,15.0,4.0,7.28125,0,0.34375,0,0.03125,13.0,32,1,11.676470588235293,Mexican,0,17.65,7.0,0.05,61.0
361,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,825,kevin_magnussen,1992-10-05,Danish,24.0,13,0,210,0.0,\N,28375,36.0,8,0,haas,American,20,19,17,17,17,0.0,70,\N,\N,49,15,1:23.300,186.007,20,15,1:20.293,1:19.833,\N,70.0,85673.5,1.0,23.722,,,12.6875,0,0.0,0,0.0,11.666666666666666,16,0,12.53448275862069,Mexican,0,17.65,7.0,0.05,61.0
420,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,830,max_verstappen,1997-09-30,Dutch,416.0,1,14,9,40.0,\N,28382,696.0,1,16,red_bull,Austrian,1,1,1,1,1,25.0,71,1:38:36.729,5916729,36,4,1:22.046,188.850,1,1,1:19.222,1:18.566,1:17.775,71.0,83334.21126760563,1.0,22.487,1.0,1.0,2.324324324324324,1,0.8918918918918919,1,0.6216216216216216,3.0,37,1,4.6581196581196584,Mexican,0,17.65,7.0,0.05,61.0
481,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,832,sainz,1994-09-01,Spanish,212.0,6,1,6,18.0,\N,28373,487.0,2,4,ferrari,Italian,55,5,5,5,5,10.0,71,+58.123,5974852,32,6,1:22.199,188.498,55,5,1:19.566,1:18.560,1:18.351,71.0,84152.84507042254,1.0,23.469,6.0,1.0,5.3428571428571425,0,0.34285714285714286,0,0.02857142857142857,5.0,35,1,5.3428571428571425,Mexican,0,17.65,7.0,0.05,61.0
542,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,839,ocon,1996-09-17,French,82.0,8,0,214,4.0,\N,28377,153.0,4,0,alpine,French,31,10,8,8,8,4.0,70,\N,\N,48,14,1:23.279,186.054,31,10,1:19.945,1:19.081,1:19.010,70.0,85020.82857142857,1.0,22.343,13.0,1.0,8.75,0,0.027777777777777776,0,0.027777777777777776,8.666666666666666,36,1,8.808219178082192,Mexican,0,17.65,7.0,0.05,61.0
599,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,840,stroll,1998-10-29,Canadian,13.0,15,0,117,0.0,\N,28379,49.0,7,0,aston_martin,British,18,20,15,15,15,0.0,70,\N,\N,42,9,1:22.463,187.895,18,18,1:20.520,\N,\N,70.0,85524.02857142857,2.0,23.314,14.0,2.0,11.13888888888889,0,0.0,0,0.0,9.333333333333334,36,1,9.898305084745763,Mexican,0,17.65,7.0,0.05,61.0
657,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,842,gasly,1996-02-07,French,23.0,14,0,213,0.0,\N,28378,35.0,9,0,alphatauri,Italian,10,14,11,11,11,0.0,70,\N,\N,42,8,1:22.277,188.319,10,14,1:20.256,1:19.672,\N,70.0,85139.04285714286,1.0,29.168,4.0,1.0,9.371428571428572,0,0.02857142857142857,0,0.0,14.0,35,1,9.928571428571429,Mexican,0,17.65,7.0,0.05,61.0
717,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,844,leclerc,1997-10-16,Monegasque,275.0,3,3,6,18.0,\N,28373,487.0,2,4,ferrari,Italian,16,7,6,6,6,8.0,71,+1:08.774,5985503,48,10,1:22.603,187.576,16,7,1:19.505,1:19.109,1:18.555,71.0,84302.85915492958,1.0,22.193,5.0,1.0,5.083333333333333,0,0.3055555555555556,0,0.08333333333333333,2.6666666666666665,36,1,5.278260869565218,Mexican,0,17.65,7.0,0.05,61.0
778,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,846,norris,1999-11-13,British,111.0,7,0,1,8.0,\N,28381,146.0,5,0,mclaren,British,4,8,9,9,9,2.0,70,\N,\N,48,17,1:23.402,185.779,4,8,1:19.857,1:19.119,1:18.721,70.0,85081.75714285714,1.0,22.585,10.0,1.0,7.17948717948718,0,0.1282051282051282,0,0.0,6.666666666666667,39,1,8.49367088607595,Mexican,0,17.65,7.0,0.05,61.0
843,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,847,russell,1998-02-15,British,231.0,4,0,131,31.0,\N,28374,447.0,3,0,mercedes,German,63,2,4,4,4,13.0,71,+49.431,5966160,71,1,1:20.153,193.310,63,2,1:19.583,1:18.565,1:18.079,71.0,84030.42253521127,2.0,22.9565,16.0,1.0,8.457142857142857,0,0.22857142857142856,0,0.0,9.0,35,1,4.75,Mexican,0,17.65,7.0,0.05,61.0
