,raceId,year,round,circuitId,race_name,race_date,race_time,driverId,driverRef,driver_dob,driver_nationality,driverst_points,driverst_position,driverst_wins,constructorId,csr_points,csr_status,constructorStandingsId,css_points,css_position,css_wins,constructorRef,cs_nationality,result_number,result_grid,result_position,result_positionText,result_positionOrder,result_points,result_laps,result_time,result_milliseconds,result_fastestLap,result_rank,result_fastestLapTime,result_fastestLapSpeed,qs_number,position,q1,q2,q3,total_laps,avg_lap_time,num_pit_stops,avg_pit_duration,driver_circuit_avg_result_point_before_race,driver_circuit_avg_pitstops_before_race,driver_avg_finish_pos_prior,is_podium,driver_podium_rate_prior,is_win,driver_win_rate_prior,driver_avg_finish_last_3,driver_experience_races,driver_experience_at_circuit,constructor_avg_finish_prior,circuit_country_nationality,is_home_gp,avg_temp,avg_windspeed,avg_precip,avg_humidity
901,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,848,albon,1996-03-23,Thai,4.0,19,0,3,0.0,\N,28380,8.0,10,0,williams,British,23,17,12,12,12,0.0,70,\N,\N,48,12,1:22.914,186.873,23,19,1:20.859,\N,\N,70.0,85166.17142857143,1.0,23.182,,,12.642857142857142,0,0.0,0,0.0,11.666666666666666,14,0,12.612903225806452,Mexican,0,17.65,7.0,0.05,61.0
954,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,849,latifi,1995-06-29,Canadian,2.0,20,0,3,0.0,\N,28380,8.0,10,0,williams,British,6,18,18,18,18,0.0,69,\N,\N,56,20,1:23.709,185.098,6,20,1:21.167,\N,\N,69.0,86545.68115942029,2.0,23.9325,17.0,2.0,15.235294117647058,0,0.0,0,0.0,13.666666666666666,34,1,13.25242718446602,Mexican,0,17.65,7.0,0.05,61.0
1029,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,854,mick_schumacher,1999-03-22,German,12.0,16,0,210,0.0,\N,28375,36.0,8,0,haas,American,47,15,16,16,16,0.0,70,\N,\N,30,19,1:23.641,185.248,47,16,1:20.419,\N,\N,70.0,85651.61428571428,1.0,23.679,,,14.970588235294118,0,0.0,0,0.0,15.0,34,0,14.073825503355705,Mexican,0,17.65,7.0,0.05,61.0
1046,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,20:00:00,855,zhou,1999-05-30,Chinese,6.0,18,0,51,1.0,\N,28376,53.0,6,0,alfa,Swiss,24,12,13,13,13,0.0,70,\N,\N,47,7,1:22.260,188.358,24,12,1:20.283,1:19.476,\N,70.0,85325.15714285715,1.0,24.218,,,13.0,0,0.0,0,0.0,12.666666666666666,14,0,12.505494505494505,Mexican,0,17.65,7.0,0.05,61.0
19,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,1,hamilton,1985-01-07,British,240.0,5,0,131,58.0,\N,28384,505.0,3,1,mercedes,German,44,2,2,2,2,18.0,71,+1.529,5915573,63,2,1:13.942,209.791,44,8,1:13.403,1:11.539,1:12.611,71.0,83317.92957746479,2.0,23.747999999999998,1.0,4.0,3.775,1,0.625,0,0.2,3.0,40,1,3.775,Brazilian,0,18.700000000000003,20.0,0.0,99.5
79,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,4,alonso,1981-07-29,Spanish,81.0,9,0,214,14.0,\N,28387,167.0,4,0,alpine,French,14,17,5,5,5,10.0,71,+9.561,5923605,62,4,1:14.164,209.163,14,7,1:13.542,1:11.394,1:12.504,71.0,83431.05633802817,3.0,25.374333333333336,9.0,3.0,8.972222222222221,0,0.027777777777777776,0,0.0,11.0,36,1,8.972222222222221,Brazilian,0,18.700000000000003,20.0,0.0,99.5
139,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,20,vettel,1987-07-03,German,36.0,11,0,117,1.0,\N,28389,50.0,7,0,aston_martin,British,5,9,11,11,11,0.0,71,+26.183,5940227,64,15,1:15.549,205.328,5,13,1:13.597,1:11.678,\N,71.0,83665.1690140845,2.0,24.137999999999998,11.0,4.0,10.82857142857143,0,0.02857142857142857,0,0.0,9.333333333333334,35,1,9.192307692307692,Brazilian,0,18.700000000000003,20.0,0.0,99.5
203,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,815,perez,1990-01-26,Mexican,290.0,3,2,9,23.0,\N,28392,719.0,1,16,red_bull,Austrian,11,4,7,7,7,6.0,71,+14.080,5928124,62,7,1:14.283,208.828,11,9,1:13.613,1:11.456,1:15.601,71.0,83494.7042253521,2.0,23.0105,4.0,5.0,5.2894736842105265,0,0.39473684210526316,0,0.07894736842105263,3.0,38,1,5.2894736842105265,Brazilian,0,18.700000000000003,20.0,0.0,99.5
302,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,822,bottas,1989-08-28,Finnish,49.0,10,0,51,2.0,\N,28386,55.0,6,0,alfa,Swiss,77,14,9,9,9,2.0,71,+22.552,5936596,62,14,1:15.511,205.432,77,18,1:15.486,\N,\N,71.0,83614.02816901408,2.0,24.262,3.0,4.0,7.363636363636363,0,0.3333333333333333,0,0.030303030303030304,12.0,33,1,11.628571428571428,Brazilian,0,18.700000000000003,20.0,0.0,99.5
421,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,830,max_verstappen,1997-09-30,Dutch,429.0,1,14,9,23.0,\N,28392,719.0,1,16,red_bull,Austrian,1,3,6,6,6,8.0,71,+10.056,5924100,64,5,1:14.195,209.076,1,2,1:13.625,1:10.881,1:11.877,71.0,83438.02816901408,3.0,28.908666666666665,2.0,4.0,2.289473684210526,0,0.8947368421052632,0,0.631578947368421,1.0,38,1,4.627118644067797,Brazilian,0,18.700000000000003,20.0,0.0,99.5
482,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,832,sainz,1994-09-01,Spanish,234.0,6,1,6,37.0,\N,28383,524.0,2,4,ferrari,Italian,55,7,3,3,3,15.0,71,+4.051,5918095,65,3,1:13.953,209.760,55,5,1:14.680,1:10.890,1:12.357,71.0,83353.45070422535,3.0,24.168333333333333,6.0,4.0,5.333333333333333,1,0.3333333333333333,0,0.027777777777777776,4.0,36,1,5.333333333333333,Brazilian,0,18.700000000000003,20.0,0.0,99.5
543,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,839,ocon,1996-09-17,French,86.0,8,0,214,14.0,\N,28387,167.0,4,0,alpine,French,31,16,8,8,8,4.0,71,+18.690,5932734,65,9,1:15.093,206.575,31,6,1:14.663,1:11.587,1:12.425,71.0,83559.6338028169,2.0,24.1565,8.0,3.0,8.72972972972973,0,0.02702702702702703,0,0.02702702702702703,7.666666666666667,37,1,8.797297297297296,Brazilian,0,18.700000000000003,20.0,0.0,99.5
600,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,840,stroll,1998-10-29,Canadian,14.0,15,0,117,1.0,\N,28389,50.0,7,0,aston_martin,British,18,15,10,10,10,1.0,71,+23.552,5937596,50,8,1:14.831,207.299,18,15,1:14.398,1:12.210,\N,71.0,83628.11267605633,2.0,23.616500000000002,,,11.243243243243244,0,0.0,0,0.0,11.0,37,0,9.941176470588236,Brazilian,0,18.700000000000003,20.0,0.0,99.5
658,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,842,gasly,1996-02-07,French,23.0,14,0,213,0.0,\N,28388,35.0,9,0,alphatauri,Italian,10,10,14,14,14,0.0,71,+31.867,5945911,64,12,1:15.327,205.934,10,12,1:14.371,1:11.675,\N,71.0,83674.80281690141,3.0,23.265666666666664,7.0,4.0,9.416666666666666,0,0.027777777777777776,0,0.0,14.333333333333334,36,1,9.953488372093023,Brazilian,0,18.700000000000003,20.0,0.0,99.5
718,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,844,leclerc,1997-10-16,Monegasque,290.0,2,3,6,37.0,\N,28383,524.0,2,4,ferrari,Italian,16,5,4,4,4,12.0,71,+8.441,5922485,63,6,1:14.253,208.912,16,10,1:14.486,1:10.950,\N,71.0,83415.28169014085,3.0,25.45866666666667,5.0,4.0,5.108108108108108,0,0.2972972972972973,0,0.08108108108108109,4.0,37,1,5.2844827586206895,Brazilian,0,18.700000000000003,20.0,0.0,99.5
844,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,847,russell,1998-02-15,British,265.0,4,1,131,58.0,\N,28384,505.0,3,1,mercedes,German,63,1,1,1,1,26.0,71,1:38:34.044,5914044,61,1,1:13.785,210.237,63,3,1:14.427,1:11.318,1:12.059,71.0,83296.39436619719,2.0,23.500500000000002,13.0,4.0,8.333333333333334,1,0.2222222222222222,1,0.0,5.666666666666667,36,1,4.743801652892562,Brazilian,0,18.700000000000003,20.0,0.0,99.5
902,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,848,albon,1996-03-23,Thai,4.0,19,0,3,0.0,\N,28390,8.0,10,0,williams,British,23,19,15,15,15,0.0,71,+36.016,5950060,49,16,1:15.613,205.155,23,11,1:14.324,1:11.631,\N,71.0,83803.66197183098,3.0,23.67833333333333,,,12.6,0,0.0,0,0.0,12.333333333333334,15,0,12.59375,Brazilian,0,18.700000000000003,20.0,0.0,99.5
955,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,849,latifi,1995-06-29,Canadian,2.0,20,0,3,0.0,\N,28390,8.0,10,0,williams,British,6,18,16,16,16,0.0,71,+37.038,5951082,59,11,1:15.327,205.934,6,16,1:15.095,\N,\N,71.0,83818.05633802817,3.0,25.579666666666668,16.0,4.0,15.314285714285715,0,0.0,0,0.0,14.666666666666666,35,1,13.298076923076923,Brazilian,0,18.700000000000003,20.0,0.0,99.5
971,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,852,tsunoda,2000-05-11,Japanese,12.0,17,0,213,0.0,\N,28388,35.0,9,0,alphatauri,Italian,22,0,17,17,17,0.0,70,\N,\N,63,13,1:15.508,205.440,22,19,1:16.264,\N,\N,70.0,84947.78571428571,3.0,23.522333333333336,15.0,5.0,12.25,0,0.0,0,0.0,12.333333333333334,32,1,11.012987012987013,Brazilian,0,18.700000000000003,20.0,0.0,99.5
1030,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,854,mick_schumacher,1999-03-22,German,12.0,16,0,210,1.0,\N,28385,37.0,8,0,haas,American,47,12,13,13,13,0.0,71,+29.899,5943943,63,10,1:15.251,206.142,47,20,1:16.361,\N,\N,71.0,83717.50704225352,2.0,24.8215,18.0,5.0,15.0,0,0.0,0,0.0,16.0,35,1,14.086666666666666,Brazilian,0,18.700000000000003,20.0,0.0,99.5
1047,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,18:00:00,855,zhou,1999-05-30,Chinese,6.0,18,0,51,2.0,\N,28386,55.0,6,0,alfa,Swiss,24,13,12,12,12,0.0,71,+29.325,5943369,64,17,1:15.802,204.643,24,17,1:15.197,\N,\N,71.0,83709.42253521127,2.0,24.7215,,,13.0,0,0.0,0,0.0,13.666666666666666,15,0,12.51086956521739,Brazilian,0,18.700000000000003,20.0,0.0,99.5
20,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,1,hamilton,1985-01-07,British,240.0,6,0,131,10.0,\N,28394,515.0,3,1,mercedes,German,44,5,18,18,18,0.0,55,\N,\N,42,11,1:29.788,211.738,44,5,1:25.594,1:24.774,1:24.508,55.0,91945.21818181819,1.0,21.27,2.0,1.0,3.731707317073171,0,0.6341463414634146,0,0.1951219512195122,2.0,41,1,3.731707317073171,Emirati,0,30.35,26.05,0.0,45.5
140,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,20,vettel,1987-07-03,German,37.0,12,0,117,5.0,\N,28399,55.0,7,0,aston_martin,British,5,9,10,10,10,1.0,58,+1:23.898,5349812,35,15,1:30.312,210.510,5,9,1:25.523,1:24.974,1:24.961,58.0,92238.13793103448,1.0,23.186,11.0,1.0,10.833333333333334,0,0.027777777777777776,0,0.0,11.0,36,1,9.215189873417721,Emirati,0,30.35,26.05,0.0,45.5
204,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,815,perez,1990-01-26,Mexican,305.0,3,2,9,40.0,\N,28402,759.0,1,17,red_bull,Austrian,11,2,3,3,3,15.0,58,+10.093,5276007,52,4,1:28.972,213.680,11,2,1:24.820,1:24.419,1:24.052,58.0,90965.63793103448,2.0,21.363500000000002,15.0,3.0,5.333333333333333,1,0.38461538461538464,0,0.07692307692307693,4.666666666666667,39,1,5.333333333333333,Emirati,0,30.35,26.05,0.0,45.5
263,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,817,ricciardo,1989-07-01,Australian,37.0,11,0,1,11.0,\N,28401,159.0,5,0,mclaren,British,3,13,9,9,9,2.0,58,+1:23.268,5349182,45,18,1:30.785,209.413,3,10,1:25.766,1:25.068,1:25.045,58.0,92227.27586206897,1.0,21.893,12.0,2.0,9.794871794871796,0,0.02564102564102564,0,0.02564102564102564,11.333333333333334,39,1,9.794871794871796,Emirati,0,30.35,26.05,0.0,45.5
303,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,822,bottas,1989-08-28,Finnish,49.0,10,0,51,0.0,\N,28396,55.0,6,0,alfa,Swiss,77,18,15,15,15,0.0,57,\N,\N,47,16,1:30.352,210.417,77,18,1:25.892,\N,\N,57.0,92905.56140350878,1.0,22.573,6.0,1.0,7.411764705882353,0,0.3235294117647059,0,0.029411764705882353,11.333333333333334,34,1,11.555555555555555,Emirati,0,30.35,26.05,0.0,45.5
362,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,825,kevin_magnussen,1992-10-05,Danish,25.0,13,0,210,0.0,\N,28395,37.0,8,0,haas,American,20,16,17,17,17,0.0,57,\N,\N,40,20,1:31.158,208.556,20,16,1:25.834,\N,\N,57.0,93274.42105263157,1.0,22.387,,,12.941176470588236,0,0.0,0,0.0,13.333333333333334,17,0,12.610169491525424,Emirati,0,30.35,26.05,0.0,45.5
422,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,830,max_verstappen,1997-09-30,Dutch,454.0,1,15,9,40.0,\N,28402,759.0,1,17,red_bull,Austrian,1,1,1,1,1,25.0,58,1:27:45.914,5265914,54,6,1:29.392,212.676,1,1,1:24.754,1:24.622,1:23.824,58.0,90791.62068965517,1.0,22.735,1.0,3.0,2.3846153846153846,1,0.8717948717948718,1,0.6153846153846154,2.6666666666666665,39,1,4.638655462184874,Emirati,0,30.35,26.05,0.0,45.5
483,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,832,sainz,1994-09-01,Spanish,246.0,5,1,6,30.0,\N,28393,554.0,2,4,ferrari,Italian,55,4,4,4,4,12.0,58,+24.892,5290806,50,3,1:28.879,213.904,55,4,1:25.090,1:24.521,1:24.242,58.0,91220.79310344828,2.0,21.752499999999998,3.0,1.0,5.27027027027027,0,0.35135135135135137,0,0.02702702702702703,3.6666666666666665,37,1,5.27027027027027,Emirati,0,30.35,26.05,0.0,45.5
544,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,839,ocon,1996-09-17,French,92.0,8,0,214,6.0,\N,28397,173.0,4,0,alpine,French,31,8,7,7,7,6.0,58,+57.240,5323154,45,5,1:29.333,212.817,31,8,1:25.735,1:25.007,1:24.830,58.0,91778.5172413793,2.0,21.814500000000002,9.0,1.0,8.710526315789474,0,0.02631578947368421,0,0.02631578947368421,9.0,38,1,8.786666666666667,Emirati,0,30.35,26.05,0.0,45.5
601,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,840,stroll,1998-10-29,Canadian,18.0,15,0,117,5.0,\N,28399,55.0,7,0,aston_martin,British,18,14,8,8,8,4.0,58,+1:16.931,5342845,42,9,1:29.620,212.135,18,14,1:25.741,1:25.359,\N,58.0,92118.0172413793,2.0,21.808,13.0,2.0,11.210526315789474,0,0.0,0,0.0,12.333333333333334,38,1,9.941666666666666,Emirati,0,30.35,26.05,0.0,45.5
659,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,842,gasly,1996-02-07,French,23.0,14,0,213,0.0,\N,28398,35.0,9,0,alphatauri,Italian,10,17,14,14,14,0.0,57,\N,\N,16,19,1:31.081,208.732,10,17,1:25.859,\N,\N,57.0,92744.9649122807,1.0,21.855,5.0,2.0,9.54054054054054,0,0.02702702702702703,0,0.0,13.0,37,1,10.045454545454545,Emirati,0,30.35,26.05,0.0,45.5
719,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,844,leclerc,1997-10-16,Monegasque,308.0,2,3,6,30.0,\N,28393,554.0,2,4,ferrari,Italian,16,3,2,2,2,18.0,58,+8.771,5274685,48,10,1:29.719,211.901,16,3,1:25.211,1:24.517,1:24.092,58.0,90942.8448275862,1.0,22.21,10.0,2.0,5.078947368421052,1,0.2894736842105263,0,0.07894736842105263,4.333333333333333,38,1,5.273504273504273,Emirati,0,30.35,26.05,0.0,45.5
779,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,846,norris,1999-11-13,British,122.0,7,0,1,11.0,\N,28401,159.0,5,0,mclaren,British,4,7,6,6,6,9.0,58,+56.234,5322148,44,1,1:28.391,215.085,4,7,1:25.387,1:24.903,1:24.769,58.0,91761.1724137931,2.0,21.896500000000003,7.0,2.0,7.225,0,0.125,0,0.0,8.333333333333334,40,1,8.5,Emirati,0,30.35,26.05,0.0,45.5
845,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,847,russell,1998-02-15,British,275.0,4,1,131,10.0,\N,28394,515.0,3,1,mercedes,German,63,6,5,5,5,10.0,58,+35.888,5301802,48,2,1:28.836,214.007,63,6,1:25.545,1:24.940,1:24.511,58.0,91410.37931034483,2.0,26.087,,,8.135135135135135,0,0.24324324324324326,0,0.02702702702702703,3.3333333333333335,37,0,4.713114754098361,Emirati,0,30.35,26.05,0.0,45.5
903,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,848,albon,1996-03-23,Thai,4.0,19,0,3,0.0,\N,28400,8.0,10,0,williams,British,23,19,13,13,13,0.0,57,\N,\N,40,13,1:29.939,211.383,23,19,1:26.028,\N,\N,57.0,92734.1052631579,2.0,21.795499999999997,,,12.75,0,0.0,0,0.0,13.333333333333334,16,0,12.666666666666666,Emirati,0,30.35,26.05,0.0,45.5
956,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,849,latifi,1995-06-29,Canadian,2.0,20,0,3,0.0,\N,28400,8.0,10,0,williams,British,6,20,19,19,19,0.0,55,\N,\N,45,14,1:30.309,210.517,6,20,1:26.054,\N,\N,55.0,94472.5090909091,2.0,23.798499999999997,,,15.333333333333334,0,0.0,0,0.0,17.0,36,0,13.323809523809524,Emirati,0,30.35,26.05,0.0,45.5
972,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,852,tsunoda,2000-05-11,Japanese,12.0,17,0,213,0.0,\N,28398,35.0,9,0,alphatauri,Italian,22,11,11,11,11,0.0,58,+1:29.371,5355285,40,7,1:29.489,212.446,22,12,1:25.630,1:25.219,\N,58.0,92332.5,2.0,21.9265,4.0,2.0,12.393939393939394,0,0.0,0,0.0,13.333333333333334,33,1,11.08974358974359,Emirati,0,30.35,26.05,0.0,45.5
1031,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,854,mick_schumacher,1999-03-22,German,12.0,16,0,210,0.0,\N,28395,37.0,8,0,haas,American,47,12,16,16,16,0.0,57,\N,\N,39,12,1:29.833,211.632,47,13,1:25.711,1:25.225,\N,57.0,93069.8947368421,2.0,22.903,14.0,2.0,14.944444444444445,0,0.0,0,0.0,14.666666666666666,36,1,14.079470198675496,Emirati,0,30.35,26.05,0.0,45.5
1048,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,13:00:00,855,zhou,1999-05-30,Chinese,6.0,18,0,51,0.0,\N,28396,55.0,6,0,alfa,Swiss,24,15,12,12,12,0.0,57,\N,\N,53,8,1:29.600,212.183,24,15,1:25.594,1:25.408,\N,57.0,92718.66666666667,2.0,22.796999999999997,,,12.9375,0,0.0,0,0.0,12.333333333333334,16,0,12.505376344086022,Emirati,0,30.35,26.05,0.0,45.5
